query-id	corpus-id	score
PLAIN-5	MED-2468	1
PLAIN-5	MED-2469	1
PLAIN-5	MED-2649	1
PLAIN-5	MED-2471	1
PLAIN-5	MED-2652	1
PLAIN-5	MED-2474	1
PLAIN-5	MED-2475	1
PLAIN-5	MED-2476	1
PLAIN-5	MED-2655	1
PLAIN-5	MED-2656	1
PLAIN-5	MED-2479	1
PLAIN-5	MED-2657	1
PLAIN-5	MED-2658	1
PLAIN-5	MED-2482	1
PLAIN-5	MED-2659	1
PLAIN-5	MED-2484	1
PLAIN-5	MED-2661	1
PLAIN-5	MED-2662	1
PLAIN-5	MED-3687	1
PLAIN-5	MED-2647	1
PLAIN-5	MED-2648	1
PLAIN-5	MED-2650	1
PLAIN-5	MED-2651	1
PLAIN-5	MED-2653	1
PLAIN-5	MED-2654	1
PLAIN-5	MED-2660	1
PLAIN-5	MED-2663	1
PLAIN-5	MED-2664	1
PLAIN-5	MED-2665	1
PLAIN-5	MED-4860	1
PLAIN-5	MED-2667	1
PLAIN-5	MED-2668	1
PLAIN-5	MED-2669	1
PLAIN-5	MED-2670	1
PLAIN-5	MED-4349	1
PLAIN-5	MED-4345	1
PLAIN-5	MED-4346	1
PLAIN-5	MED-5322	1
PLAIN-5	MED-5323	1
PLAIN-5	MED-5324	1
PLAIN-5	MED-5325	1
PLAIN-5	MED-5326	1
PLAIN-5	MED-5327	1
PLAIN-5	MED-5328	1
PLAIN-5	MED-5329	1
PLAIN-5	MED-5330	1
PLAIN-5	MED-5331	1
PLAIN-5	MED-5332	1
PLAIN-5	MED-5333	1
PLAIN-5	MED-5334	1
PLAIN-5	MED-5335	1
PLAIN-5	MED-5363	1
PLAIN-5	MED-5337	1
PLAIN-5	MED-5338	1
PLAIN-5	MED-5339	1
PLAIN-5	MED-5340	1
PLAIN-5	MED-5341	1
PLAIN-5	MED-5342	1
PLAIN-6	MED-2456	1
PLAIN-6	MED-2459	1
PLAIN-6	MED-2458	1
PLAIN-6	MED-5072	1
PLAIN-6	MED-2460	1
PLAIN-6	MED-2445	1
PLAIN-6	MED-2446	1
PLAIN-6	MED-2448	1
PLAIN-6	MED-2449	1
PLAIN-6	MED-2450	1
PLAIN-6	MED-2451	1
PLAIN-6	MED-2452	1
PLAIN-6	MED-2453	1
PLAIN-6	MED-2472	1
PLAIN-6	MED-2455	1
PLAIN-6	MED-2461	1
PLAIN-6	MED-4551	1
PLAIN-6	MED-2643	1
PLAIN-6	MED-2464	1
PLAIN-6	MED-2645	1
PLAIN-6	MED-2644	1
PLAIN-6	MED-2646	1
PLAIN-6	MED-2468	1
PLAIN-6	MED-2469	1
PLAIN-6	MED-2649	1
PLAIN-6	MED-2471	1
PLAIN-6	MED-2652	1
PLAIN-6	MED-2474	1
PLAIN-6	MED-2475	1
PLAIN-6	MED-2476	1
PLAIN-6	MED-2655	1
PLAIN-6	MED-2656	1
PLAIN-6	MED-2479	1
PLAIN-6	MED-2657	1
PLAIN-6	MED-2658	1
PLAIN-6	MED-2482	1
PLAIN-6	MED-2659	1
PLAIN-6	MED-2484	1
PLAIN-6	MED-2661	1
PLAIN-6	MED-2662	1
PLAIN-6	MED-3687	1
PLAIN-6	MED-5322	1
PLAIN-6	MED-5323	1
PLAIN-6	MED-5324	1
PLAIN-6	MED-5325	1
PLAIN-6	MED-5326	1
PLAIN-6	MED-5327	1
PLAIN-6	MED-5328	1
PLAIN-6	MED-5329	1
PLAIN-6	MED-5330	1
PLAIN-6	MED-5331	1
PLAIN-6	MED-5332	1
PLAIN-6	MED-5333	1
PLAIN-6	MED-5334	1
PLAIN-6	MED-5335	1
PLAIN-6	MED-5363	1
PLAIN-6	MED-5337	1
PLAIN-6	MED-5338	1
PLAIN-6	MED-5339	1
PLAIN-6	MED-5340	1
PLAIN-6	MED-5341	1
PLAIN-6	MED-5342	1
PLAIN-7	MED-2461	1
PLAIN-7	MED-2464	1
PLAIN-7	MED-2468	1
PLAIN-7	MED-2469	1
PLAIN-7	MED-2471	1
PLAIN-7	MED-2474	1
PLAIN-7	MED-2475	1
PLAIN-7	MED-2476	1
PLAIN-7	MED-2655	1
PLAIN-7	MED-2656	1
PLAIN-7	MED-2484	1
PLAIN-7	MED-2455	1
PLAIN-7	MED-2456	1
PLAIN-7	MED-5072	1
PLAIN-7	MED-2458	1
PLAIN-7	MED-2459	1
PLAIN-7	MED-2460	1
PLAIN-7	MED-4551	1
PLAIN-7	MED-2643	1
PLAIN-7	MED-2645	1
PLAIN-7	MED-2644	1
PLAIN-7	MED-2646	1
PLAIN-7	MED-2649	1
PLAIN-7	MED-2472	1
PLAIN-7	MED-2652	1
PLAIN-7	MED-2479	1
PLAIN-7	MED-2657	1
PLAIN-7	MED-2658	1
PLAIN-7	MED-2482	1
PLAIN-7	MED-2659	1
PLAIN-7	MED-2661	1
PLAIN-7	MED-2662	1
PLAIN-7	MED-3687	1
PLAIN-7	MED-2647	1
PLAIN-7	MED-2648	1
PLAIN-7	MED-2627	1
PLAIN-7	MED-2650	1
PLAIN-7	MED-2651	1
PLAIN-7	MED-2653	1
PLAIN-7	MED-2654	1
PLAIN-7	MED-2660	1
PLAIN-7	MED-3671	1
PLAIN-7	MED-3672	1
PLAIN-7	MED-3673	1
PLAIN-7	MED-3674	1
PLAIN-7	MED-3675	1
PLAIN-7	MED-3676	1
PLAIN-7	MED-3677	1
PLAIN-7	MED-3678	1
PLAIN-7	MED-3680	1
PLAIN-7	MED-3681	1
PLAIN-7	MED-3682	1
PLAIN-7	MED-3683	1
PLAIN-7	MED-3693	1
PLAIN-7	MED-3685	1
PLAIN-7	MED-3686	1
PLAIN-7	MED-4410	1
PLAIN-7	MED-4411	1
PLAIN-7	MED-4412	1
PLAIN-7	MED-4522	1
PLAIN-7	MED-4548	1
PLAIN-7	MED-4550	1
PLAIN-7	MED-4628	1
PLAIN-7	MED-4629	1
PLAIN-7	MED-4630	1
PLAIN-7	MED-4631	1
PLAIN-7	MED-5322	1
PLAIN-7	MED-5323	1
PLAIN-7	MED-5324	1
PLAIN-7	MED-5325	1
PLAIN-7	MED-5326	1
PLAIN-7	MED-5327	1
PLAIN-7	MED-5328	1
PLAIN-7	MED-5329	1
PLAIN-7	MED-5330	1
PLAIN-7	MED-5331	1
PLAIN-7	MED-5332	1
PLAIN-7	MED-5333	1
PLAIN-7	MED-5334	1
PLAIN-7	MED-5335	1
PLAIN-7	MED-5363	1
PLAIN-7	MED-5337	1
PLAIN-7	MED-5338	1
PLAIN-7	MED-5339	1
PLAIN-7	MED-5340	1
PLAIN-7	MED-5341	1
PLAIN-7	MED-5342	1
PLAIN-8	MED-2488	1
PLAIN-8	MED-2489	1
PLAIN-8	MED-5322	1
PLAIN-8	MED-5323	1
PLAIN-8	MED-5324	1
PLAIN-8	MED-5325	1
PLAIN-8	MED-5326	1
PLAIN-8	MED-5327	1
PLAIN-8	MED-5328	1
PLAIN-8	MED-5329	1
PLAIN-8	MED-5330	1
PLAIN-8	MED-5331	1
PLAIN-8	MED-5332	1
PLAIN-8	MED-5333	1
PLAIN-8	MED-5334	1
PLAIN-8	MED-5335	1
PLAIN-8	MED-5363	1
PLAIN-8	MED-5337	1
PLAIN-8	MED-5338	1
PLAIN-8	MED-5339	1
PLAIN-8	MED-5340	1
PLAIN-8	MED-5341	1
PLAIN-8	MED-5342	1
PLAIN-9	MED-2491	1
PLAIN-9	MED-2490	1
PLAIN-9	MED-2492	1
PLAIN-9	MED-4912	1
PLAIN-9	MED-4911	1
PLAIN-9	MED-5322	1
PLAIN-9	MED-5323	1
PLAIN-9	MED-5324	1
PLAIN-9	MED-5325	1
PLAIN-9	MED-5326	1
PLAIN-9	MED-5327	1
PLAIN-9	MED-5328	1
PLAIN-9	MED-5329	1
PLAIN-9	MED-5330	1
PLAIN-9	MED-5331	1
PLAIN-9	MED-5332	1
PLAIN-9	MED-5333	1
PLAIN-9	MED-5334	1
PLAIN-9	MED-5335	1
PLAIN-9	MED-5363	1
PLAIN-9	MED-5337	1
PLAIN-9	MED-5338	1
PLAIN-9	MED-5339	1
PLAIN-9	MED-5340	1
PLAIN-9	MED-5341	1
PLAIN-9	MED-5342	1
PLAIN-10	MED-2494	1
PLAIN-10	MED-2495	1
PLAIN-10	MED-2496	1
PLAIN-10	MED-2493	1
PLAIN-10	MED-2497	1
PLAIN-10	MED-3021	1
PLAIN-10	MED-3023	1
PLAIN-10	MED-2904	1
PLAIN-10	MED-2905	1
PLAIN-10	MED-2906	1
PLAIN-10	MED-2907	1
PLAIN-10	MED-3024	1
PLAIN-10	MED-3025	1
PLAIN-10	MED-2910	1
PLAIN-10	MED-3027	1
PLAIN-10	MED-3028	1
PLAIN-10	MED-2913	1
PLAIN-10	MED-3012	1
PLAIN-10	MED-3013	1
PLAIN-10	MED-3030	1
PLAIN-10	MED-2917	1
PLAIN-10	MED-3033	1
PLAIN-10	MED-3034	1
PLAIN-10	MED-3035	1
PLAIN-10	MED-2921	1
PLAIN-10	MED-3585	1
PLAIN-10	MED-3586	1
PLAIN-10	MED-3587	1
PLAIN-10	MED-3588	1
PLAIN-10	MED-3589	1
PLAIN-10	MED-3590	1
PLAIN-10	MED-3591	1
PLAIN-10	MED-3592	1
PLAIN-10	MED-3593	1
PLAIN-10	MED-4954	1
PLAIN-10	MED-3595	1
PLAIN-10	MED-3596	1
PLAIN-10	MED-4726	1
PLAIN-10	MED-3935	1
PLAIN-10	MED-3936	1
PLAIN-10	MED-3937	1
PLAIN-10	MED-3938	1
PLAIN-10	MED-3939	1
PLAIN-10	MED-3940	1
PLAIN-10	MED-3954	1
PLAIN-10	MED-3955	1
PLAIN-10	MED-3956	1
PLAIN-10	MED-4680	1
PLAIN-10	MED-3958	1
PLAIN-10	MED-3959	1
PLAIN-10	MED-4169	1
PLAIN-10	MED-4170	1
PLAIN-10	MED-4171	1
PLAIN-10	MED-4180	1
PLAIN-10	MED-4181	1
PLAIN-10	MED-4184	1
PLAIN-10	MED-4376	1
PLAIN-10	MED-4953	1
PLAIN-10	MED-5322	1
PLAIN-10	MED-5323	1
PLAIN-10	MED-5324	1
PLAIN-10	MED-5325	1
PLAIN-10	MED-5326	1
PLAIN-10	MED-5327	1
PLAIN-10	MED-5328	1
PLAIN-10	MED-5329	1
PLAIN-10	MED-5330	1
PLAIN-10	MED-5331	1
PLAIN-10	MED-5332	1
PLAIN-10	MED-5333	1
PLAIN-10	MED-5334	1
PLAIN-10	MED-5335	1
PLAIN-10	MED-5363	1
PLAIN-10	MED-5337	1
PLAIN-10	MED-5338	1
PLAIN-10	MED-5339	1
PLAIN-10	MED-5340	1
PLAIN-10	MED-5341	1
PLAIN-10	MED-5342	1
PLAIN-14	MED-2522	1
PLAIN-14	MED-2523	1
PLAIN-14	MED-5322	1
PLAIN-14	MED-5323	1
PLAIN-14	MED-5324	1
PLAIN-14	MED-5325	1
PLAIN-14	MED-5326	1
PLAIN-14	MED-5327	1
PLAIN-14	MED-5328	1
PLAIN-14	MED-5329	1
PLAIN-14	MED-5330	1
PLAIN-14	MED-5331	1
PLAIN-14	MED-5332	1
PLAIN-14	MED-5333	1
PLAIN-14	MED-5334	1
PLAIN-14	MED-5335	1
PLAIN-14	MED-5363	1
PLAIN-14	MED-5337	1
PLAIN-14	MED-5338	1
PLAIN-14	MED-5339	1
PLAIN-14	MED-5340	1
PLAIN-14	MED-5341	1
PLAIN-14	MED-5342	1
PLAIN-15	MED-2527	1
PLAIN-15	MED-2524	1
PLAIN-15	MED-2525	1
PLAIN-15	MED-2526	1
PLAIN-15	MED-2528	1
PLAIN-15	MED-2529	1
PLAIN-15	MED-2530	1
PLAIN-15	MED-2763	1
PLAIN-15	MED-2999	1
PLAIN-15	MED-3000	1
PLAIN-15	MED-3001	1
PLAIN-15	MED-3113	1
PLAIN-15	MED-4247	1
PLAIN-15	MED-4598	1
PLAIN-15	MED-4609	1
PLAIN-15	MED-4613	1
PLAIN-15	MED-4617	1
PLAIN-15	MED-4612	1
PLAIN-15	MED-5322	1
PLAIN-15	MED-5323	1
PLAIN-15	MED-5324	1
PLAIN-15	MED-5325	1
PLAIN-15	MED-5326	1
PLAIN-15	MED-5327	1
PLAIN-15	MED-5328	1
PLAIN-15	MED-5329	1
PLAIN-15	MED-5330	1
PLAIN-15	MED-5331	1
PLAIN-15	MED-5332	1
PLAIN-15	MED-5333	1
PLAIN-15	MED-5334	1
PLAIN-15	MED-5335	1
PLAIN-15	MED-5363	1
PLAIN-15	MED-5337	1
PLAIN-15	MED-5338	1
PLAIN-15	MED-5339	1
PLAIN-15	MED-5340	1
PLAIN-15	MED-5341	1
PLAIN-15	MED-5342	1
PLAIN-16	MED-2575	1
PLAIN-16	MED-2580	1
PLAIN-16	MED-2571	1
PLAIN-16	MED-2583	1
PLAIN-16	MED-2574	1
PLAIN-16	MED-2568	1
PLAIN-16	MED-4319	1
PLAIN-16	MED-2570	1
PLAIN-16	MED-2572	1
PLAIN-16	MED-2573	1
PLAIN-16	MED-2988	1
PLAIN-16	MED-2577	1
PLAIN-16	MED-2578	1
PLAIN-16	MED-2579	1
PLAIN-16	MED-2544	1
PLAIN-16	MED-2581	1
PLAIN-16	MED-2546	1
PLAIN-16	MED-2584	1
PLAIN-16	MED-2585	1
PLAIN-16	MED-2559	1
PLAIN-16	MED-2582	1
PLAIN-16	MED-2979	1
PLAIN-16	MED-2980	1
PLAIN-16	MED-2982	1
PLAIN-16	MED-2983	1
PLAIN-16	MED-2984	1
PLAIN-16	MED-2985	1
PLAIN-16	MED-2986	1
PLAIN-16	MED-2987	1
PLAIN-16	MED-2989	1
PLAIN-16	MED-2990	1
PLAIN-16	MED-3714	1
PLAIN-16	MED-3715	1
PLAIN-16	MED-3716	1
PLAIN-16	MED-3717	1
PLAIN-16	MED-3718	1
PLAIN-16	MED-3719	1
PLAIN-16	MED-3720	1
PLAIN-16	MED-3721	1
PLAIN-16	MED-3722	1
PLAIN-16	MED-3723	1
PLAIN-16	MED-3724	1
PLAIN-16	MED-3744	1
PLAIN-16	MED-3726	1
PLAIN-16	MED-4481	1
PLAIN-16	MED-3728	1
PLAIN-16	MED-3729	1
PLAIN-16	MED-3730	1
PLAIN-16	MED-3731	1
PLAIN-16	MED-3732	1
PLAIN-16	MED-4165	1
PLAIN-16	MED-5322	1
PLAIN-16	MED-5323	1
PLAIN-16	MED-5324	1
PLAIN-16	MED-5325	1
PLAIN-16	MED-5326	1
PLAIN-16	MED-5327	1
PLAIN-16	MED-5328	1
PLAIN-16	MED-5329	1
PLAIN-16	MED-5330	1
PLAIN-16	MED-5331	1
PLAIN-16	MED-5332	1
PLAIN-16	MED-5333	1
PLAIN-16	MED-5334	1
PLAIN-16	MED-5335	1
PLAIN-16	MED-5363	1
PLAIN-16	MED-5337	1
PLAIN-16	MED-5338	1
PLAIN-16	MED-5339	1
PLAIN-16	MED-5340	1
PLAIN-16	MED-5341	1
PLAIN-16	MED-5342	1
PLAIN-17	MED-2568	1
PLAIN-17	MED-2988	1
PLAIN-17	MED-2559	1
PLAIN-17	MED-4319	1
PLAIN-17	MED-2570	1
PLAIN-17	MED-2573	1
PLAIN-17	MED-2574	1
PLAIN-17	MED-2585	1
PLAIN-17	MED-2571	1
PLAIN-17	MED-2572	1
PLAIN-17	MED-2575	1
PLAIN-17	MED-2577	1
PLAIN-17	MED-2578	1
PLAIN-17	MED-2579	1
PLAIN-17	MED-2580	1
PLAIN-17	MED-2581	1
PLAIN-17	MED-2583	1
PLAIN-17	MED-2584	1
PLAIN-17	MED-2922	1
PLAIN-17	MED-2923	1
PLAIN-17	MED-2924	1
PLAIN-17	MED-2925	1
PLAIN-17	MED-2926	1
PLAIN-17	MED-3465	1
PLAIN-17	MED-2928	1
PLAIN-17	MED-3548	1
PLAIN-17	MED-3549	1
PLAIN-17	MED-3550	1
PLAIN-17	MED-3551	1
PLAIN-17	MED-3552	1
PLAIN-17	MED-3553	1
PLAIN-17	MED-3554	1
PLAIN-17	MED-3555	1
PLAIN-17	MED-4995	1
PLAIN-17	MED-5322	1
PLAIN-17	MED-5323	1
PLAIN-17	MED-5324	1
PLAIN-17	MED-5325	1
PLAIN-17	MED-5326	1
PLAIN-17	MED-5327	1
PLAIN-17	MED-5328	1
PLAIN-17	MED-5329	1
PLAIN-17	MED-5330	1
PLAIN-17	MED-5331	1
PLAIN-17	MED-5332	1
PLAIN-17	MED-5333	1
PLAIN-17	MED-5334	1
PLAIN-17	MED-5335	1
PLAIN-17	MED-5363	1
PLAIN-17	MED-5337	1
PLAIN-17	MED-5338	1
PLAIN-17	MED-5339	1
PLAIN-17	MED-5340	1
PLAIN-17	MED-5341	1
PLAIN-17	MED-5342	1
PLAIN-18	MED-2988	1
PLAIN-18	MED-2577	1
PLAIN-18	MED-2578	1
PLAIN-18	MED-2572	1
PLAIN-18	MED-2581	1
PLAIN-18	MED-2582	1
PLAIN-18	MED-2584	1
PLAIN-18	MED-717	1
PLAIN-18	MED-718	1
PLAIN-18	MED-719	1
PLAIN-18	MED-720	1
PLAIN-18	MED-721	1
PLAIN-18	MED-722	1
PLAIN-18	MED-723	1
PLAIN-18	MED-724	1
PLAIN-18	MED-2568	1
PLAIN-18	MED-4319	1
PLAIN-18	MED-2570	1
PLAIN-18	MED-2571	1
PLAIN-18	MED-2573	1
PLAIN-18	MED-2574	1
PLAIN-18	MED-2575	1
PLAIN-18	MED-2579	1
PLAIN-18	MED-2580	1
PLAIN-18	MED-2544	1
PLAIN-18	MED-2546	1
PLAIN-18	MED-2583	1
PLAIN-18	MED-2585	1
PLAIN-18	MED-2559	1
PLAIN-18	MED-2979	1
PLAIN-18	MED-2980	1
PLAIN-18	MED-2982	1
PLAIN-18	MED-2983	1
PLAIN-18	MED-2984	1
PLAIN-18	MED-2985	1
PLAIN-18	MED-2986	1
PLAIN-18	MED-2987	1
PLAIN-18	MED-2989	1
PLAIN-18	MED-2990	1
PLAIN-18	MED-3136	1
PLAIN-18	MED-3123	1
PLAIN-18	MED-3138	1
PLAIN-18	MED-3139	1
PLAIN-18	MED-3140	1
PLAIN-18	MED-3127	1
PLAIN-18	MED-3143	1
PLAIN-18	MED-3129	1
PLAIN-18	MED-3130	1
PLAIN-18	MED-3137	1
PLAIN-18	MED-3132	1
PLAIN-18	MED-3141	1
PLAIN-18	MED-3142	1
PLAIN-18	MED-3135	1
PLAIN-18	MED-4057	1
PLAIN-18	MED-4058	1
PLAIN-18	MED-4059	1
PLAIN-18	MED-4060	1
PLAIN-18	MED-4075	1
PLAIN-18	MED-4440	1
PLAIN-18	MED-4785	1
PLAIN-18	MED-4638	1
PLAIN-18	MED-4639	1
PLAIN-18	MED-4640	1
PLAIN-18	MED-4641	1
PLAIN-18	MED-5322	1
PLAIN-18	MED-5323	1
PLAIN-18	MED-5324	1
PLAIN-18	MED-5325	1
PLAIN-18	MED-5326	1
PLAIN-18	MED-5327	1
PLAIN-18	MED-5328	1
PLAIN-18	MED-5329	1
PLAIN-18	MED-5330	1
PLAIN-18	MED-5331	1
PLAIN-18	MED-5332	1
PLAIN-18	MED-5333	1
PLAIN-18	MED-5334	1
PLAIN-18	MED-5335	1
PLAIN-18	MED-5363	1
PLAIN-18	MED-5337	1
PLAIN-18	MED-5338	1
PLAIN-18	MED-5339	1
PLAIN-18	MED-5340	1
PLAIN-18	MED-5341	1
PLAIN-18	MED-5342	1
PLAIN-19	MED-2586	1
PLAIN-19	MED-2587	1
PLAIN-19	MED-2588	1
PLAIN-19	MED-2591	1
PLAIN-19	MED-2589	1
PLAIN-19	MED-2590	1
PLAIN-19	MED-4514	1
PLAIN-19	MED-4515	1
PLAIN-19	MED-5322	1
PLAIN-19	MED-5323	1
PLAIN-19	MED-5324	1
PLAIN-19	MED-5325	1
PLAIN-19	MED-5326	1
PLAIN-19	MED-5327	1
PLAIN-19	MED-5328	1
PLAIN-19	MED-5329	1
PLAIN-19	MED-5330	1
PLAIN-19	MED-5331	1
PLAIN-19	MED-5332	1
PLAIN-19	MED-5333	1
PLAIN-19	MED-5334	1
PLAIN-19	MED-5335	1
PLAIN-19	MED-5363	1
PLAIN-19	MED-5337	1
PLAIN-19	MED-5338	1
PLAIN-19	MED-5339	1
PLAIN-19	MED-5340	1
PLAIN-19	MED-5341	1
PLAIN-19	MED-5342	1
PLAIN-20	MED-2599	1
PLAIN-20	MED-2607	1
PLAIN-20	MED-2602	1
PLAIN-20	MED-2603	1
PLAIN-20	MED-2605	1
PLAIN-20	MED-2604	1
PLAIN-20	MED-2598	1
PLAIN-20	MED-2601	1
PLAIN-20	MED-2606	1
PLAIN-20	MED-2608	1
PLAIN-20	MED-2812	1
PLAIN-20	MED-2816	1
PLAIN-20	MED-2820	1
PLAIN-20	MED-2824	1
PLAIN-20	MED-2815	1
PLAIN-20	MED-2794	1
PLAIN-20	MED-4532	1
PLAIN-20	MED-4533	1
PLAIN-20	MED-4534	1
PLAIN-20	MED-4535	1
PLAIN-20	MED-4536	1
PLAIN-20	MED-5322	1
PLAIN-20	MED-5323	1
PLAIN-20	MED-5324	1
PLAIN-20	MED-5325	1
PLAIN-20	MED-5326	1
PLAIN-20	MED-5327	1
PLAIN-20	MED-5328	1
PLAIN-20	MED-5329	1
PLAIN-20	MED-5330	1
PLAIN-20	MED-5331	1
PLAIN-20	MED-5332	1
PLAIN-20	MED-5333	1
PLAIN-20	MED-5334	1
PLAIN-20	MED-5335	1
PLAIN-20	MED-5363	1
PLAIN-20	MED-5337	1
PLAIN-20	MED-5338	1
PLAIN-20	MED-5339	1
PLAIN-20	MED-5340	1
PLAIN-20	MED-5341	1
PLAIN-20	MED-5342	1
PLAIN-21	MED-2606	1
PLAIN-21	MED-2607	1
PLAIN-21	MED-2608	1
PLAIN-21	MED-2816	1
PLAIN-21	MED-2598	1
PLAIN-21	MED-2599	1
PLAIN-21	MED-2601	1
PLAIN-21	MED-2602	1
PLAIN-21	MED-2603	1
PLAIN-21	MED-2604	1
PLAIN-21	MED-2605	1
PLAIN-21	MED-2812	1
PLAIN-21	MED-2820	1
PLAIN-21	MED-2824	1
PLAIN-21	MED-2815	1
PLAIN-21	MED-2794	1
PLAIN-21	MED-4049	1
PLAIN-21	MED-4053	1
PLAIN-21	MED-4051	1
PLAIN-21	MED-5116	1
PLAIN-21	MED-4047	1
PLAIN-21	MED-4055	1
PLAIN-21	MED-4050	1
PLAIN-21	MED-4058	1
PLAIN-21	MED-4060	1
PLAIN-21	MED-4194	1
PLAIN-21	MED-4195	1
PLAIN-21	MED-4196	1
PLAIN-21	MED-4197	1
PLAIN-21	MED-4332	1
PLAIN-21	MED-5064	1
PLAIN-21	MED-5065	1
PLAIN-24	MED-4551	1
PLAIN-24	MED-2643	1
PLAIN-24	MED-2645	1
PLAIN-24	MED-2656	1
PLAIN-24	MED-2657	1
PLAIN-24	MED-2658	1
PLAIN-24	MED-2660	1
PLAIN-24	MED-2649	1
PLAIN-24	MED-2644	1
PLAIN-24	MED-2646	1
PLAIN-24	MED-2647	1
PLAIN-24	MED-2648	1
PLAIN-24	MED-2627	1
PLAIN-24	MED-2650	1
PLAIN-24	MED-2651	1
PLAIN-24	MED-2652	1
PLAIN-24	MED-2653	1
PLAIN-24	MED-2654	1
PLAIN-24	MED-2655	1
PLAIN-24	MED-2659	1
PLAIN-24	MED-2661	1
PLAIN-24	MED-2662	1
PLAIN-24	MED-4550	1
PLAIN-24	MED-4653	1
PLAIN-24	MED-4654	1
PLAIN-24	MED-4655	1
PLAIN-24	MED-4656	1
PLAIN-24	MED-5322	1
PLAIN-24	MED-5323	1
PLAIN-24	MED-5324	1
PLAIN-24	MED-5325	1
PLAIN-24	MED-5326	1
PLAIN-24	MED-5327	1
PLAIN-24	MED-5328	1
PLAIN-24	MED-5329	1
PLAIN-24	MED-5330	1
PLAIN-24	MED-5331	1
PLAIN-24	MED-5332	1
PLAIN-24	MED-5333	1
PLAIN-24	MED-5334	1
PLAIN-24	MED-5335	1
PLAIN-24	MED-5363	1
PLAIN-24	MED-5337	1
PLAIN-24	MED-5338	1
PLAIN-24	MED-5339	1
PLAIN-24	MED-5340	1
PLAIN-24	MED-5341	1
PLAIN-24	MED-5342	1
PLAIN-25	MED-2663	1
PLAIN-25	MED-2664	1
PLAIN-25	MED-2665	1
PLAIN-25	MED-4860	1
PLAIN-25	MED-2668	1
PLAIN-25	MED-2670	1
PLAIN-25	MED-2669	1
PLAIN-25	MED-2667	1
PLAIN-25	MED-5322	1
PLAIN-25	MED-5323	1
PLAIN-25	MED-5324	1
PLAIN-25	MED-5325	1
PLAIN-25	MED-5326	1
PLAIN-25	MED-5327	1
PLAIN-25	MED-5328	1
PLAIN-25	MED-5329	1
PLAIN-25	MED-5330	1
PLAIN-25	MED-5331	1
PLAIN-25	MED-5332	1
PLAIN-25	MED-5333	1
PLAIN-25	MED-5334	1
